,source_id,ra,dec,pmra,pmdec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,radial_velocity,phot_variable_flag
0,2062360626011542272,304.5291012654289,40.73205344889602,-2.4876155270537663,-6.837380643258529,1.0668636627911812,0.14033309,5.8966255,5.9375257,5.791267,4.66083,,NOT_AVAILABLE
1,2010239999586617216,346.30385650817533,58.241476766118524,-3.4467174213331258,-1.9801396468445838,0.5457930288527035,0.022912595,8.366791,8.406758,8.017663,1.2244358,,NOT_AVAILABLE
2,464668186732616448,42.78322588569825,60.417740382024675,-0.6952025766684964,-0.8090550741621325,0.41467998562839137,0.01882649,7.231774,7.4133234,6.806433,0.9977625,,NOT_AVAILABLE
3,2059046010782859392,301.8486717846168,35.718269083352354,-3.0507186816789473,-6.255119671025339,0.4581620910846855,0.033777177,7.4008684,7.2738724,7.059894,1.3132886,,NOT_AVAILABLE
