transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
17065522848872342,1705.463812436624,98868739.60840866,528084.4058033003,187.22147,5.699719372683795,,,,,,,,,,,False,True,True,4207361,8389632,16779264,False
23989562237539740,1830.6793561281518,95684551.04759942,140811.91918877282,679.52026,5.7352623083080765,1830.6796495049582,74335752.27477545,104635.46721856212,710.42596,5.660547863726393,1830.6797376043944,37748669.42059542,43685.01832800717,864.11017,5.805641381008336,False,False,False,12293,0,0,False
26697849212392372,1879.6616041761267,92165794.13970584,147024.4535515757,626.8739,5.775942443291051,1879.661918626779,70500036.14738385,98346.350171552,716.8546,5.718068866630816,1879.6620068771792,37037861.80245281,40673.41647625262,910.61597,5.826280733924154,False,False,False,12289,0,0,False
33904853978764647,2009.9997231224197,96756849.68201,291791.4166197776,331.59595,5.723162567872116,2010.0000164545515,74557096.38339601,64350.14104306423,1158.6158,5.657319750467224,2010.0001039961085,38358041.844335385,23866.859569413646,1607.1675,5.788254429693403,False,False,False,12293,0,0,False
34914307713569906,2028.2538116416938,96675978.4897718,396671.6318123992,243.71791,5.724070426039528,2028.2541265784394,74703282.35028724,71245.67306786365,1048.5308,5.6551930045889485,2028.2542117933233,41315859.42492283,41282.561641070446,1000.8066,5.707603523428951,False,False,False,12289,0,0,False
34924048478650413,2028.4299259225488,96996486.11881013,224748.3047787911,431.57828,5.720476863525352,,,,,,,,,,,False,True,True,4206593,8389632,16779264,False
36830809976095467,2062.9096637644047,92352557.98626617,141116.94818130843,654.4399,5.773744544416914,2062.910006348827,71131789.09856296,87489.04322917177,813.03656,5.708382885397473,2062.910093993185,37341480.708371684,40767.61042618104,915.95953,5.817416663377667,False,False,False,4206593,0,0,False
36834902265995477,2062.9836920877824,92002925.24726175,599526.9970397305,153.45918,5.777862776992045,2062.984006879764,70690178.38084112,71652.75060321666,986.56616,5.71514452187488,2062.98409327391,36654102.0202477,42161.44765640876,869.3748,5.83758904040549,False,False,False,12289,0,0,False
39279850396882799,2107.1958132699247,95800659.2907385,432394.4579212599,221.55849,5.733945622403471,2107.1961283316514,74364306.06781255,90255.54853779192,823.9306,5.660130891633575,2107.19621319627,37747656.383319326,44073.86553332498,856.4635,5.8056705186182995,False,False,False,12289,0,0,False
44672679033844488,2204.723620918069,96267957.29210033,153786.4706750469,625.98456,5.728662475488505,2204.723935560514,74676135.55129515,69242.48145827014,1078.4728,5.655587627399072,2204.7240225583964,49474491.61541185,45398.99786883126,1089.7705,5.511942150590979,False,False,True,12289,0,2048,False
44676771308565228,2204.7976335185936,96459447.29745805,148898.7933317572,647.81885,5.7265049442279725,2204.797947739264,74585151.27373333,70280.23242319013,1061.2537,5.656911278541962,2204.798037099057,37883719.91517743,38168.436662968445,992.5405,5.801763958423511,False,False,False,12289,0,0,False
47468269759280016,2255.2850267999024,93471380.78290416,246297.82042451174,379.50552,5.760670221442691,2255.285341551993,72293884.48378691,70386.23288245915,1027.1027,5.690788313753309,2255.285427944263,37323167.95414056,20611.444646140826,1810.7982,5.817949253325718,False,False,False,12289,0,0,False
54639406630441132,2384.972843520652,92360836.28342432,184962.19547386531,499.3498,5.773647225573523,2384.97315834064,70546976.77189116,168444.00079700738,418.8156,5.717346197836516,2384.9732439674817,36519439.03690838,59763.61194782676,611.0648,5.841585256507635,False,False,False,12289,0,0,False
54643498874345133,2385.0468441579187,91672790.19413443,437601.7367505185,209.48909,5.781765742223655,2385.0471591919486,69727941.10084383,112721.28310513683,618.58716,5.730025111502471,2385.0472441234024,36159102.451389804,51514.99839786018,701.91406,5.852351396677193,False,False,False,12289,0,0,False
55998216671254350,2409.54420015386,91649977.53810145,351724.1346973135,260.57346,5.782035959906008,2409.5444935543483,70639793.89037146,72342.7163682441,976.4603,5.7159186572815415,2409.5445809667776,36219827.475194916,21889.1808685914,1654.6909,5.850529557851537,False,False,False,12293,0,0,False
65397378469736723,2579.520045209143,95976113.46438947,144246.3584636361,665.3625,5.731958968868508,2579.5203598271487,74216235.13546215,61005.79248450973,1216.5441,5.662294916936553,2579.5204470032586,40184416.76369662,38084.88998683292,1055.1276,5.737751327747141,False,False,False,12289,0,0,False
66786608938795061,2604.645854875987,97301023.72067101,311852.3694487633,312.0099,5.717073343108762,2604.6461975637976,73744181.45909426,125042.18735571505,589.7544,5.669222817219271,2604.6462854514652,38226147.23961229,39065.46680822318,978.5151,5.79199418043973,False,False,False,4206593,0,0,False
68237772969657513,2630.891779169239,95794838.78619154,423316.69059037766,226.29591,5.734011589846148,2630.892121921362,72859779.20882918,61820.404366658,1178.5717,5.682322588696454,2630.8922094674567,38121090.30146781,36222.30819531582,1052.4203,5.794982217648965,False,False,False,4206593,0,0,False
