transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
18567763061302497,1732.6293828685266,40555971.22514211,71245.1777700132,569.2451,6.667229851439124,1732.6296966188875,32068449.05485614,37742.921825291145,849.65466,6.573347324801219,1732.6297853216504,15224518.97820797,12546.07650029654,1213.4884,6.791536551407976,True,False,False,12291,0,0,False
20900700099875735,1774.819448877732,40457491.103660814,147302.77657957867,274.6553,6.669869498799798,1774.8197632986396,32129625.252112407,47568.84506264286,675.4342,6.571278065464309,1774.819848629576,15159130.191041218,16031.926884488967,945.55884,6.796209794099969,False,False,False,12289,0,0,False
20910440929190666,1774.995610614585,40448071.06046931,66135.59463214937,611.5931,6.67012232893202,1774.9959249105523,31943092.470013093,49506.935749541975,645.2246,6.577599819067679,1774.9960131904916,15172717.479221946,16184.901732142076,937.4612,6.7952370731599565,False,False,False,12289,0,0,False
21785566227915023,1790.8222557848997,40096994.1932444,58366.3639097317,686.98804,6.67958732292503,1790.8225700472774,31300473.697628126,48135.608091109105,650.2561,6.599664940405027,1790.8226584570714,15124788.677342335,12508.126459426494,1209.197,6.798672212579781,False,False,False,12289,0,0,False
23852781200093401,1828.2084937212337,40490855.71433015,71254.1930963759,568.2593,6.668974479463724,1828.2088083618721,31612480.338975817,46783.10685872508,675.72424,6.588895785177421,1828.208895005587,15128580.269987825,13430.747348454433,1126.414,6.798400066397473,False,False,False,12289,0,0,False
25376899550597897,1855.7728970894245,40118691.951685384,114057.57487782852,351.7407,6.678999955450955,1855.7732109718092,31608209.749235105,61818.91190133108,511.30322,6.5890424692423295,1855.7732992470062,15002691.031770084,14197.484989431128,1056.7147,6.807472587610892,False,False,False,12289,0,0,False
26980010494957245,1884.7657258344682,40627989.72634135,88936.68128924443,456.81927,6.665303532157349,1884.7660408605445,31602003.663017914,80792.43952852547,391.1505,6.589255668095923,1884.7661252858886,14974069.956063218,14545.781993570467,1029.4441,6.809545856805602,False,False,False,12289,0,0,False
26989751263187891,1884.9418897348082,40384309.39288642,84240.14254419226,479.39508,6.671835215894912,1884.9422036203866,31671970.285055444,41435.13504421116,764.37476,6.586854512584658,1884.9422918578052,15083108.96091637,13368.672547647559,1128.2428,6.801668330110797,False,False,False,12289,0,0,False
29421876765537642,1928.9266419780326,40478528.95820333,75091.4130580996,539.0567,6.669305063809194,1928.926956132563,31924387.771486387,36136.47810034003,883.4394,6.578235772416498,1928.9270428754471,15117527.797085604,13261.460065153677,1139.9595,6.799193561579699,False,False,False,12289,0,0,False
29425969035392769,1929.0006488509496,41113206.20092847,117365.78779634059,350.29974,6.652413500994069,1929.0009630462873,32060930.644651785,53646.03493239298,597.6384,6.573601904222908,1929.0010496260822,15015305.946390739,13346.736723735636,1125.017,6.806560037027328,False,False,False,12289,0,0,False
30739570010014490,1952.756245735712,41093939.415821105,100685.922750692,408.13986,6.652922426255163,1952.7565878402906,32537339.307193898,79995.07599190135,406.7418,6.5575871251380065,1952.7566755020366,15212640.924207013,14397.21777647141,1056.6376,6.792383965159253,False,False,False,4206593,0,0,False
30749310880216790,1952.9324293069797,40435790.60768072,79052.62741572171,511.5047,6.670452019726472,1952.9327429874722,31722111.60528357,72989.93392770778,434.6094,6.58513699396288,1952.93283206643,15263473.342183953,56229.589614565484,271.44913,6.788762069843379,False,False,True,12289,0,0,False
