transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
17823384311080577,1719.1689442518123,12762002.261067761,21327.710760421367,598.3766,7.9225698239777245,1719.169258597932,10057685.584481532,42188.52917583911,238.39859,7.832297078492665,1719.1693422860837,4723078.697476927,5160.642904081292,915.2113,8.062332546171586,False,False,False,8193,0,0,False
17833125123354901,1719.3451183172833,12689317.310663048,14562.547078639283,871.36664,7.9287712232032455,1719.345431946832,10210317.113245983,19239.61624946935,530.6923,7.815944139132036,1719.3455213680766,4666879.028130272,11693.147416940472,399.1123,8.075329142340294,False,False,True,8193,0,0,False
19720605578040931,1753.4825371129118,12609858.355414439,16433.42862345305,767.3297,7.935591346460985,1753.482851582023,10150172.747899517,17055.3423161313,595.1316,7.822358631647003,1753.4829344537852,4682096.352769731,4382.155971405993,1068.4458,8.071794634178989,False,False,False,8193,0,0,False
19724697859839175,1753.556572008006,12652571.177020377,38990.939131921856,324.5003,7.931919894278931,1753.5568648173194,10170239.02721637,16856.904125586138,603.3278,7.82021431555027,1753.5569529928923,4704681.179203017,6665.287208052858,705.8482,8.066570006031412,False,False,False,12293,0,0,False
26799462880137762,1881.5016090275751,12653864.68661685,13768.589775632228,919.0385,7.931808901944105,1881.5019211015992,10020425.814241994,9889.750889301878,1013.2132,7.836326773035665,1881.5020094216527,4715561.938185855,4230.645887268746,1114.6199,8.064061867107757,False,False,False,12289,0,0,False
26803555186426312,1881.5755826093366,12725449.59657687,11459.010999724724,1110.519,7.9256840292461455,1881.5759246752134,10061699.049568985,20435.70255199715,492.35886,7.831863907748229,1881.5760124195167,4700544.240950284,6583.917436172847,713.94336,8.06752513974206,False,False,False,4202497,0,0,False
28047665302251122,1904.0726875989192,12882658.401669877,36534.9302375319,352.6121,7.912353139223146,1904.0730018880008,10171382.50266284,26797.14942582921,379.56958,7.820092249303883,1904.0730877506096,4717727.07860596,7307.251421893021,645.6227,8.063563468006535,False,False,False,12289,0,0,False
28057406125797720,1904.2488284960618,12807766.468809746,42686.76730807247,300.04068,7.918683366434234,1904.249142070649,10408841.91221328,21244.040390724058,489.96527,7.795036184315407,1904.2492314618123,4656159.216208352,23645.313369618543,196.9168,8.077825944935327,False,False,True,12353,0,0,False
29646510086821478,1932.9841806531879,12701019.23428377,29205.676584822642,434.88187,7.927770432763353,1932.9844950618563,10159416.444894535,17440.530643155933,582.51764,7.821370308634556,1932.984580058167,4667772.40057517,6903.842708665223,676.11224,8.075121321658795,False,False,False,12289,0,0,False
37612255871378586,2077.039952879454,12472977.991684569,18148.417826616944,687.2763,7.947441476954008,2077.040267133022,9826459.514929328,14052.195161244217,699.2829,7.857549542808691,2077.040353222117,4693202.434795065,6658.326230529965,704.8622,8.069222282884034,False,False,False,8193,0,0,False
37616348161303591,2077.1139664705042,12659762.38677429,33768.845276982116,374.89474,7.93130298102783,2077.1142802874765,10097338.220029948,11345.533857789085,889.9835,7.828024956763347,2077.11436907393,4849710.292873716,6540.372315210562,741.5037,8.033606011331575,False,False,True,12289,0,2048,False
39021969397536553,2102.536348325935,12887638.20869682,37753.81255178832,341.35992,7.911933527688916,2102.5366411494547,10081954.830754222,14686.039177923703,686.49927,7.829680347354291,2102.5367290996874,4662432.808603147,6924.413177708763,673.3326,8.076364035795432,False,False,False,12293,0,0,False
39026061683635595,2102.6103414210925,12859091.812529888,30872.019316615748,416.52902,7.91434112418824,2102.610655667078,10172292.803703701,12085.306528402447,841.70746,7.819995084284969,2102.6107423861827,4738579.824404892,6460.244283304878,733.49854,8.058774998678398,False,False,False,12289,0,0,False
40486934959641276,2129.031981897867,12647960.793220673,37164.393692350095,340.32468,7.932315590359195,2129.0322936282782,10184371.923455711,8695.28226512134,1171.2526,7.818706588418742,2129.032381942677,4729680.275753508,4544.832796013383,1040.672,8.060816042105628,False,False,False,12289,0,0,False
47538114137310291,2256.5487049822154,12661250.314435244,27808.504756891267,455.30136,7.931175379738541,2256.5490470395894,10128407.711026305,15645.13632179415,647.3838,7.82468927778401,2256.5491345659766,4704911.331931028,6583.320247758228,714.6715,8.066516893178928,False,False,False,4206593,0,0,False
47542206418433875,2256.6227333069596,12934766.216323264,63035.08509867547,205.19948,7.907970407902784,2256.623047525059,10080301.86867191,13219.63092025234,762.5252,7.829858371154764,2256.6231340581758,4699119.553447821,6585.4362068349565,713.5624,8.0678542653039,False,False,False,12289,0,0,False
49058244158432908,2284.03688543618,12320715.863132529,17353.45423319844,709.9864,7.960777011775111,2284.037199661166,9910040.17503046,22249.608766716487,445.4029,7.848353678030605,2284.037285536953,4698473.7759726895,7166.990128247879,655.5714,8.068003483079451,False,False,False,8193,0,0,False
49062336442065734,2284.110885087011,12645301.236304684,26256.15524509641,481.61282,7.93254391814385,2284.111198832447,10058347.741453487,12900.649710829568,779.6776,7.832225600404886,2284.1112876625443,4691713.777438777,6596.444170681287,711.2489,8.069566726918527,False,False,False,12289,0,0,False
50398939759789492,2308.2803816450887,12674239.217314206,26183.321999178304,484.0577,7.930062117385063,2308.280723724129,10137012.760713149,13669.269140691536,741.59143,7.82376723280959,2308.2808111336994,4697331.922058781,6551.176600051911,717.0211,8.068267377881202,False,False,False,4206593,0,0,False
