solution_id,source_id,transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
375316653866487564,6237015550067390592,28994761108525795,1921.2033929900433,1.3792346468186888E8,3517184.7081077266,39.214165,5.3382714714681505,1921.2037079575514,9.822391024135898E7,254577.73636604162,385.83072,5.357999167870219,1921.2037933475121,5.701944160438111E7,56950.7540447115,1001.2061,5.35783810136412,false,false,false,12291,0,0,false
375316653866487564,6237015550067390592,29004501778044167,1921.3795608333762,1.3512525854464605E8,332794.9759823708,406.03156,5.360525522234855,1921.3798758133282,9.962839100619408E7,144369.99685064316,690.0907,5.342584424449129,1921.379960996866,5.703662904701299E7,54859.70738435061,1039.6816,5.357510875837807,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,29008594024445653,1921.453572410433,1.3633169466790724E8,326532.92542720266,417.51285,5.350874783976284,1921.453887172277,9.984002732324933E7,169756.50529853516,588.13666,5.34028048781779,1921.453973787573,5.790781157481533E7,53127.07014169217,1089.9869,5.341052619685495,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,29022427052425581,1921.7037256657488,1.360269865615106E8,480535.67042281054,283.07364,5.3533041742166425,1921.7040683243597,9.880893326526535E7,169901.48333591304,581.56604,5.35155168903421,1921.7041561303797,5.773100769738089E7,51761.27230671876,1115.332,5.344372655667524,false,false,false,4206593,0,0,false
375316653866487564,6237015550067390592,29032167879098749,1921.8798962598821,1.3573024296346483E8,573194.3970350815,236.79617,5.3556753008029965,1921.8802389199093,9.241702252946785E7,541121.9320547836,170.7878,5.424162284778415,1921.88032671618,5.808100291326178E7,57239.05050676433,1014.7094,5.337810233821287,false,true,false,4206593,1024,0,false
375316653866487564,6237015550067390592,29036260197982827,1921.9539371985677,1.358630012863578E8,1324548.6800796262,102.57305,5.354613856660482,1921.954251494985,9.931340686100864E7,124380.86874660975,798.4621,5.346022515185108,1921.9543403934656,5.824575255590146E7,49611.9372288036,1174.027,5.334734848960604,false,false,false,12291,0,0,false
375316653866487564,6237015550067390592,29046001118503299,1922.1301094466119,1.312999098445627E8,256960.07370982424,510.97397,5.391705797338783,1922.1304237473037,9.686775183391327E7,119871.70582271738,808.0952,5.373094164593503,1922.130512680573,5.836225457096945E7,58147.601568353355,1003.6915,5.332565349611627,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,34288605064881749,2016.939847260568,1.366883844155791E8,448550.75773490197,304.73337,5.348037841033847,2016.940161590984,1.0074883233373643E8,84161.58800846626,1197.088,5.330442162237375,2016.9402501825693,6.031076903096737E7,50802.396911438125,1187.1638,5.296908335516296,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,34302438171481044,2017.1899939892692,1.3288904174802975E8,1049120.678461163,126.66707,5.3786439426253665,2017.190308909681,9.790137740364219E7,80951.87719050566,1209.3774,5.361570210636049,2017.1903942001588,5.5810150164643444E7,48979.40068119712,1139.4617,5.381112523541166,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,34306530414203988,2017.2639948171486,1.3499473339589477E8,964585.5603803338,139.95102,5.36157480325728,2017.2643097596708,9.921273921986422E7,94064.15162920732,1054.7349,5.347123614603635,2017.2643949629437,6.099929008356381E7,60524.448789577065,1007.84546,5.284583549471364,false,false,true,12289,0,0,false
375316653866487564,6237015550067390592,35025686660694181,2030.2685168928851,1.3665072630730477E8,2340250.279660086,58.391502,5.3483370062115405,2030.2688594785027,9.921751079527573E7,81441.90713007965,1218.2611,5.347071398047149,2030.2689473411322,5.7576502863653615E7,46413.44854398486,1240.5133,5.347282294274191,false,false,false,4206625,0,0,false
375316653866487564,6237015550067390592,44630447816446981,2203.9591710162167,1.350392605173064E8,397760.402291542,339.499,5.361216739388745,2203.959485940201,9.90888012022435E7,116568.5578971694,850.0474,5.348480780161818,2203.959571249829,5.716006207304111E7,52225.20351256059,1094.492,5.355163771800072,false,false,false,4097,0,0,false
375316653866487564,6237015550067390592,44634540123406581,2204.0331560587233,1.3604638591397288E8,316760.2852088675,429.4932,5.353149344075337,2204.0334987554984,1.0000550243454088E8,118463.39774833756,844.189,5.338482475517061,2204.0335866095165,5.808828713608745E7,47072.46127325837,1234.0184,5.337674074868222,false,false,false,4206593,0,0,false
375316653866487564,6237015550067390592,45570661666001046,2220.9639473971597,1.3189054826980467E8,253593.16712715384,520.08716,5.386832682991567,2220.964262270499,9.712842361504926E7,144962.92374665517,670.0225,5.370176365208891,2220.9643479185092,5.532842843112885E7,58358.92205564697,948.0715,5.390524664828632,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,54944146599081809,2390.4841599379392,1.3816922001353505E8,471506.76096040854,293.03763,5.336338602208205,2390.4844741156735,1.000802556324099E8,119466.89460093703,837.72375,5.337671200812576,2390.4845631527587,5.7201617682191245E7,67805.03523531443,843.619,5.354374723729997,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,54948238920443322,2390.5581615455494,1.3702069752604714E8,542013.0898747738,252.7996,5.345401431967151,2390.5584758909463,1.0040584642958991E8,96439.32601522414,1041.1296,5.334144711708568,2390.558564539694,5.780864289048119E7,49361.60826686445,1171.1256,5.342913566044711,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,56119291290857894,2411.734162174334,1.3668186606481507E8,197414.4335303031,692.36005,5.34808961849982,2411.7344767393542,1.0147062151463151E8,128890.12423775365,787.2645,5.32269141463075,2411.7345638465044,5.751614469666885E7,50540.204591946305,1138.0276,5.348421082103737,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,56123383590875491,2411.8081622663444,1.3638903118996683E8,232418.77464668278,586.8245,5.3504182558662485,2411.8084764097457,1.0062607865850991E8,87536.60287641303,1149.5315,5.331765843775575,2411.808565840435,5.7221934331612535E7,46948.49636166728,1218.8236,5.353989164608997,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,65313674562381202,2578.0055236100106,1.3622468044959491E8,804055.8227194811,169.42192,5.351727372488778,2578.005838434496,1.0015856763995908E8,81775.5745511458,1224.7981,5.336821953051235,2578.005924421368,5.7878278209691264E7,47099.79477782089,1228.8435,5.34160649354925,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,65317766852437552,2578.079537138208,1.3663348029529557E8,877593.7857245165,155.69102,5.348474040253016,2578.079851532208,1.0100861604225408E8,72629.13301836823,1390.7451,5.327646164013856,2578.0799401853064,5.775274934658026E7,44761.25920600265,1290.2396,5.343963841535217,false,false,false,12289,0,0,false
375316653866487564,6237015550067390592,68094709183963995,2628.3040467298783,1.3582000453395468E8,329472.674484406,412.2345,5.354957515484628,2628.3043610224254,9.985783738062309E7,77429.677306785,1289.6584,5.340086825014442,2628.304449846879,5.73978993164779E7,48886.96982979082,1174.094,5.350655505872091,false,false,false,12289,0,0,false
